,claimHeadline,articleHeadline,articleHeadlineStance,articleId,claimId,url,source,claimTruth,claimCount,articleCount,sourceCount
1362,A meteorite landed in Nicaragua.,Doubts cast over Nicaragua meteorite claim,against,5d7c09f0-3840-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c,http://www.aljazeera.com/news/americas/2014/09/doubts-cast-over-nicaragua-meteorite-claim-201498234213687776.html,www.aljazeera.com,unknown,166,1363,19
1363,A meteorite landed in Nicaragua.,Meteorite leaves crater in Nicaraguan capital Managua,for,cea153f0-383c-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c,http://www.bbc.com/news/world-latin-america-29106843,www.bbc.com,unknown,166,1364,21
1364,A meteorite landed in Nicaragua.,Questions raised over Nicaragua meteorite,observing,fe87f140-383d-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c,http://www.bbc.com/news/world-latin-america-29124300,www.bbc.com,unknown,166,1365,21
1365,A meteorite landed in Nicaragua.,"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",for,9b0e6590-383d-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c,http://www.businessinsider.com/meteorite-strikes-nicaraguan-capital-managua-2014-9,www.businessinsider.com,unknown,166,1366,39
1373,A meteorite landed in Nicaragua.,Nicaragua says meteorite probable cause of blast in capital,observing,59e8f820-3840-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c,http://www.reuters.com/article/2014/09/07/us-nicaragua-meteorites-idUSKBN0H20XB20140907,www.reuters.com,unknown,166,1374,250
1379,A meteorite landed in Nicaragua.,Meteorite caused mysterious boom in Nicaragua,observing,a5fd7810-383d-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c,http://www.theguardian.com/science/2014/sep/08/meteorite-caused-mystery-boom-nicaragua,www.theguardian.com,unknown,166,1380,30
1380,A meteorite landed in Nicaragua.,Meteorite strike in Nicaragua puzzles experts,for,031e1b30-383e-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c,http://www.theguardian.com/science/2014/sep/08/meteorite-strike-nicaragua-puzzles-experts,www.theguardian.com,unknown,166,1381,30
1381,A meteorite landed in Nicaragua.,Nasa questions whether crater in Nicaragua caused by meteorite,against,b83ca460-383d-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c,http://www.theguardian.com/science/2014/sep/09/nasa-questions-crater-nicaragua-caused-meteorite,www.theguardian.com,unknown,166,1382,30
1383,A meteorite landed in Nicaragua.,"Small meteorite strikes Nicaragua, government says",observing,844e8790-3847-11e4-ae63-d5574342724c,c3928470-383c-11e4-ae63-d5574342724c,http://www.washingtonpost.com/world/the_americas/small-meteorite-strikes-nicaragua-government-says/2014/09/07/8c8b3f7c-36dd-11e4-a023-1d61f7f31a05_story.html,www.washingtonpost.com,unknown,166,1384,31
1389,Saudi TV blurred out Michelle Obama's uncovered face during a visit to the country,Updated Saudi State Television Allegedly Blurs Michelle Obama's Face During Meeting With New Saudi King,observing,9e340af0-a69b-11e4-aa4f-ff16e52e0d56,32793990-a699-11e4-aa4f-ff16e52e0d56,http://www.inquisitr.com/1793130/saudi-state-television-blurs-michelle-obamas-face-during-meeting-with-new-saudi-king/,www.inquisitr.com,FALSE,167,1390,124
1390,Saudi TV blurred out Michelle Obama's uncovered face during a visit to the country,"No, Saudi TV Did Not Blur Out Images of Michelle Obama",against,ed84e9d0-a69b-11e4-aa4f-ff16e52e0d56,32793990-a699-11e4-aa4f-ff16e52e0d56,http://www.mediaite.com/online/no-saudi-tv-did-not-blur-out-images-of-michelle-obama/,www.mediaite.com,FALSE,167,1391,161
1399,A cat that was hit by a car and believed dead dug himself out of his grave,Rise of the zombie cat: Pet who was killed and buried by his owner climbed out of his grave five days later,for,1bdb1dc0-a68a-11e4-aa4f-ff16e52e0d56,be73fdc0-a673-11e4-aa4f-ff16e52e0d56,http://www.dailymail.co.uk/news/article-2927741/It-s-zombie-cat-Beloved-pet-hit-car-buried-claws-way-grave-five-days-came-home-dinner.html,www.dailymail.co.uk,TRUE,168,1400,4
1401,A cat that was hit by a car and believed dead dug himself out of his grave,Zombie Cat: Buried Cat Claws Way Out Of Grave After Being Left For Dead,for,15dead10-a68a-11e4-aa4f-ff16e52e0d56,be73fdc0-a673-11e4-aa4f-ff16e52e0d56,http://www.inquisitr.com/1791945/zombie-cat-buried-cat-claws-way-out-of-grave-after-being-left-for-dead/,www.inquisitr.com,TRUE,168,1402,124
1403,A cat that was hit by a car and believed dead dug himself out of his grave,"Hungry Florida cat defies death, digs its way out of grave to return home VIDEO",for,21d1c210-a68a-11e4-aa4f-ff16e52e0d56,be73fdc0-a673-11e4-aa4f-ff16e52e0d56,http://www.nydailynews.com/news/national/fla-cat-defies-death-digs-grave-article-1.2093431,www.nydailynews.com,TRUE,168,1404,14
1407,Three missing Afghan soldiers were found trying to enter Canada,Missing Afghan soldiers found at US Canada border,for,e782f7b0-427e-11e4-9e78-ff09d5b0049d,e18f2f00-427d-11e4-9e78-ff09d5b0049d,http://www.bbc.com/news/world-us-canada-29306592,www.bbc.com,TRUE,169,1408,21
1411,Three missing Afghan soldiers were found trying to enter Canada,Three Afghan soldiers who vanished from Massachusetts military base are FOUND trying to cross into Canada,for,d282cb10-4288-11e4-9e78-ff09d5b0049d,e18f2f00-427d-11e4-9e78-ff09d5b0049d,http://www.dailymail.co.uk/news/article-2765536/Three-Afghan-soldiers-vanished-Massachusetts-military-base-FOUND-trying-cross-Canada.html,www.dailymail.co.uk,TRUE,169,1412,4
1412,Three missing Afghan soldiers were found trying to enter Canada,Missing Afghan soldiers found at Canadian border near Niagara Falls,for,9e00b0d0-4280-11e4-9e78-ff09d5b0049d,e18f2f00-427d-11e4-9e78-ff09d5b0049d,http://www.foxnews.com/us/2014/09/22/three-afghan-soldiers-reported-missing-from-cape-cod-base/,www.foxnews.com,TRUE,169,1413,123
1418,Three missing Afghan soldiers were found trying to enter Canada,Three Afghan soldiers found at Canada border after leaving Cape Cod base,for,cdd94030-4288-11e4-9e78-ff09d5b0049d,e18f2f00-427d-11e4-9e78-ff09d5b0049d,http://www.theguardian.com/world/2014/sep/22/afghan-soldiers-cape-code-missing-search-massachusetts,www.theguardian.com,TRUE,169,1419,30
1424,Mob Strips Adulterous Woman,Chinese mistress is stripped naked and beaten senseless in backlash against booming country's concubine culture,for,289b6330-9ffa-11e4-a353-5b831fe927be,0fe84c40-9ffa-11e4-a353-5b831fe927be,http://www.dailymail.co.uk/news/article-2791108/mob-rule-chinese-adulteress-stripped-naked-beaten-senseless-latest-attack-kind.html,www.dailymail.co.uk,unknown,171,1425,4
1425,Mob Strips Adulterous Woman,Shocking moment shows adulteress stripped naked and beaten in busy shopping centre,for,2e9ba470-9ffa-11e4-a353-5b831fe927be,0fe84c40-9ffa-11e4-a353-5b831fe927be,http://www.mirror.co.uk/news/world-news/shocking-moment-shows-adulteress-stripped-4434527,www.mirror.co.uk,unknown,171,1426,7
1429,A Chinese mother attempted to sell her son to pay for his twin sister's lifesaving medical treatment,Chinese parents try to SELL their son to pay for medical treatment for his sick twin sister,for,b2d17a70-96b4-11e4-87a8-1d5d45e62193,c800c930-96b1-11e4-87a8-1d5d45e62193,http://www.dailymail.co.uk/news/article-2899023/Parents-decide-sell-SON-pay-medical-treatment-twin-sister-China.html,www.dailymail.co.uk,unknown,172,1430,4
1431,A Chinese mother attempted to sell her son to pay for his twin sister's lifesaving medical treatment,Shocking picture shows mother trying to sell her own son to pay for twin daughter's cancer treatment,for,825425f0-96b4-11e4-87a8-1d5d45e62193,c800c930-96b1-11e4-87a8-1d5d45e62193,http://www.mirror.co.uk/news/world-news/shocking-picture-shows-mother-trying-4927103,www.mirror.co.uk,unknown,172,1432,7
1434,A woman tried to eat her baby after giving birth,Cannibal mum tries to EAT her own baby shortly after giving birth,for,2f557290-7bdf-11e4-b794-93ed794d7b91,1bfa00d0-7bdf-11e4-b794-93ed794d7b91,http://www.mirror.co.uk/news/world-news/cannibal-mum-tries-eat-baby-4747036,www.mirror.co.uk,unknown,173,1435,7
1443,Microsoft is going to acquire Mojang AB,Microsoft nears deal to buy Minecraft maker Mojang : WSJ,observing,933977a0-387a-11e4-ae63-d5574342724c,ebfb49f0-3879-11e4-ae63-d5574342724c,http://www.reuters.com/article/2014/09/09/us-mojang-microsoft-deals-idUSKBN0H42HY20140909,www.reuters.com,TRUE,174,1444,250
1446,A man got completely naked when passing through metal detectors at a Russian airport,That's one way to get through security Frustrated traveller strips completely NAKED at airport to pass through metal detectors,for,2a26a2c0-b6d2-11e4-8507-b58af63d1078,0eaf62c0-b6d2-11e4-8507-b58af63d1078,http://www.dailymail.co.uk/travel/travel_news/article-2955399/Frustrated-traveller-strips-completely-NAKED-airport-pass-metal-detectors.html,www.dailymail.co.uk,TRUE,175,1447,4
1447,A man got completely naked when passing through metal detectors at a Russian airport,Watch NAKED airport worker walk through scanner in bizarre protest against rough guards,for,24cf99d0-b6d2-11e4-8507-b58af63d1078,0eaf62c0-b6d2-11e4-8507-b58af63d1078,http://www.mirror.co.uk/news/world-news/watch-naked-airport-worker-walk-5171200,www.mirror.co.uk,TRUE,175,1448,7
1451,The NHL will announce an expansion to Las Vegas in 2014,NHL expansion plans in the works: reports,observing,000e3f60-2e07-11e4-89c5-1d389b94bc4b,582341d0-2e04-11e4-89c5-1d389b94bc4b,http://www.cbc.ca/sports/hockey/nhl/nhl-expansion-plans-in-the-works-reports-1.2748166,www.cbc.ca,FALSE,176,1452,270
1466,A 9 year old student sent a heartwarming letter to her teacher after he came out to the class,"Even though you're gay, I will always treat you the same way as I do now: Moving letter from nine-year-old to her school teacher after he came out to his class",for,a5667590-8618-11e4-b1b5-4f1bd36cbfc6,68a0ec80-847e-11e4-b1b5-4f1bd36cbfc6,http://www.dailymail.co.uk/femail/article-2876446/Even-gay-treat-way-Moving-letter-nine-year-old-school-teacher-came-class.html,www.dailymail.co.uk,unknown,178,1467,4
1468,A 9 year old student sent a heartwarming letter to her teacher after he came out to the class,9-Year-Old Writes Moving Letter to Teacher Who Came Out as Gay to His Class,for,abd6ddc0-8618-11e4-b1b5-4f1bd36cbfc6,68a0ec80-847e-11e4-b1b5-4f1bd36cbfc6,http://www.ibtimes.co.in/9-year-old-writes-moving-letter-teacher-who-came-out-gay-his-class-617432,www.ibtimes.co.in,unknown,178,1469,12
1470,A 9 year old student sent a heartwarming letter to her teacher after he came out to the class,School pupil writes moving letter to her teacher after he comes out as gay,for,b2c43e20-8618-11e4-b1b5-4f1bd36cbfc6,68a0ec80-847e-11e4-b1b5-4f1bd36cbfc6,http://www.mirror.co.uk/news/uk-news/school-pupil-writes-moving-letter-4821792,www.mirror.co.uk,unknown,178,1471,7
1472,The son of a North Korean is on the run in France,A North Korean Student Is On The Run In France After Escaping Pyongyang Agents,for,69a445a0-9059-11e4-9799-c7e75be2bcad,63e245e0-9059-11e4-9799-c7e75be2bcad,http://www.businessinsider.com/north-korean-student-on-the-run-in-france-after-escaping-pyongyang-agents-2014-12,www.businessinsider.com,unknown,179,1473,39
1473,The son of a North Korean is on the run in France,Son of North Korean aide linked to Kim Jong-un's executed uncle is on the run in France amid fears he will be killed by regime,for,6f6bc3a0-9059-11e4-9799-c7e75be2bcad,63e245e0-9059-11e4-9799-c7e75be2bcad,http://www.dailymail.co.uk/news/article-2891491/Son-North-Korean-aide-linked-Kim-Jong-s-executed-uncle-run-France-amid-fears-killed-regime.html,www.dailymail.co.uk,unknown,179,1474,4
1479,North Korea plans to open a restaurant in Scotland,Anyone for dog meat soup? Kim Jong-Un considers opening restaurant in Scotland selling North Korean delicacies,observing,d95f7dd0-9b15-11e4-bf59-1bb8b99952ce,d3814380-9b15-11e4-bf59-1bb8b99952ce,http://www.dailymail.co.uk/news/article-2906074/Anyone-dog-meat-soup-Kim-Jong-considers-opening-restaurant-Scotland-selling-North-Korean-delicacies.html,www.dailymail.co.uk,FALSE,180,1480,4
1485,North Korea plans to open a restaurant in Scotland,Is Kim Jong-un Opening North Korean Restaurant in Scotland?,observing,278e8d70-9b20-11e4-bf59-1bb8b99952ce,d3814380-9b15-11e4-bf59-1bb8b99952ce,http://www.ibtimes.co.in/kim-jong-un-opening-north-korean-restaurant-scotland-620150,www.ibtimes.co.in,FALSE,180,1486,12
1487,North Korea plans to open a restaurant in Scotland,Kim Jong-un set to open a new restaurant in SCOTLAND,observing,41802360-9b16-11e4-bf59-1bb8b99952ce,d3814380-9b15-11e4-bf59-1bb8b99952ce,http://www.mirror.co.uk/news/uk-news/kim-jong-un-set-open-new-4957996,www.mirror.co.uk,FALSE,180,1488,7
1497,"New York Police will start issuing tickets, rather than make arrests, for small amounts of marijuana",It Just Got Harder To Get Arrested For Pot In New York City,for,86d5d610-6918-11e4-b528-9d5aa2d2e8e7,0769b550-6917-11e4-b528-9d5aa2d2e8e7,http://www.buzzfeed.com/nicolasmedinamora/its-about-to-get-harder-to-be-arrested-for-post-possession-i,www.buzzfeed.com,TRUE,182,1498,22
1499,"New York Police will start issuing tickets, rather than make arrests, for small amounts of marijuana",Marijuana Law New York: How No-Arrest Policy Could Make Things Worse For Minor Offenders,observing,6d2ec230-6918-11e4-b528-9d5aa2d2e8e7,0769b550-6917-11e4-b528-9d5aa2d2e8e7,http://www.ibtimes.com/marijuana-law-new-york-how-no-arrest-policy-could-make-things-worse-minor-offenders-1721508,www.ibtimes.com,TRUE,182,1500,50
1501,"New York Police will start issuing tickets, rather than make arrests, for small amounts of marijuana","NYPD to stop arresting for minor marijuana possession, will issue tickets instead",for,3e822b80-6917-11e4-b528-9d5aa2d2e8e7,0769b550-6917-11e4-b528-9d5aa2d2e8e7,http://www.nydailynews.com/new-york/nyc-crime/nypd-stop-arrests-low-level-marijuana-charges-source-article-1.2005222,www.nydailynews.com,TRUE,182,1502,14
1525,Paul Rudd helped take down the Dallas airport homophobe,Did Paul Rudd Help Take Down Dallas Airport Homophobe? UPDATED,observing,407ed570-5e0c-11e4-a887-2324afc3f9a8,14eccfc0-5e0c-11e4-a887-2324afc3f9a8,http://www.mediaite.com/online/did-paul-rudd-help-take-down-dallas-airport-homophobe/,www.mediaite.com,FALSE,185,1526,161
1531,A 17-year-old poured acid her boyfriend's genitals after their sex tape went viral,Man's Penis Destroyed By Battery Acid Over Viral Sex Video In South Africa,for,c35bd9a0-abe3-11e4-9a23-0b6010caa867,49de7880-abe3-11e4-9a23-0b6010caa867,http://www.inquisitr.com/1810121/mans-penis-destroyed-by-acid-over-viral-sex-video-in-south-africa/,www.inquisitr.com,unknown,186,1532,124
1535,A Chinese man's penis was stolen by thieves,Four masked men break into migrant's home and rip off his penis after he had affairs with local women,observing,06d63810-a806-11e4-a43b-f10f6756f801,faae5770-a805-11e4-a43b-f10f6756f801,http://www.dailymail.co.uk/news/article-2178820/Four-masked-men-break-migrant-Romeos-home-rip-penis.html,www.dailymail.co.uk,unknown,187,1536,4
1537,A Chinese man's penis was stolen by thieves,Fei Lin's Penis Stolen By Thieves: Chinese Man Allegedly Had Penis Stolen By Jealous Lovers,observing,02340030-a806-11e4-a43b-f10f6756f801,faae5770-a805-11e4-a43b-f10f6756f801,http://www.ibtimes.com/fei-lins-penis-stolen-thieves-chinese-man-allegedly-had-penis-stolen-jealous-lovers-731888,www.ibtimes.com,unknown,187,1538,50
1546,A Video shows sexist Peruvian men being tricked into harassing their own mothers,This Campaign Shows A Pretty Genius Way To Stop Men Catcalling In The Street,against,e7d26090-a631-11e4-aa4f-ff16e52e0d56,c4ebc320-a62a-11e4-aa4f-ff16e52e0d56,http://www.buzzfeed.com/alanwhite/this-campaign-shows-a-pretty-genius-way-to-stop-men-catcalli,www.buzzfeed.com,FALSE,188,1547,22
1547,A Video shows sexist Peruvian men being tricked into harassing their own mothers,The men caught cat-calling and wolf whistling their own MOTHERS: Hilarious TV show disguises women so they can experience their sons behaviour,for,b81d6fb0-a632-11e4-aa4f-ff16e52e0d56,c4ebc320-a62a-11e4-aa4f-ff16e52e0d56,http://www.dailymail.co.uk/news/article-2926504/The-men-caught-cat-calling-wolf-whistling-MOTHERS-Hilarious-TV-disguises-women-experience-unwitting-sons-behaviour-Peru.html,www.dailymail.co.uk,FALSE,188,1548,4
1549,A Video shows sexist Peruvian men being tricked into harassing their own mothers,Whistling At Your Mom: Video Showing Sons Catcalling their Mothers Goes Viral VIDEO,for,16ba8860-a62d-11e4-aa4f-ff16e52e0d56,c4ebc320-a62a-11e4-aa4f-ff16e52e0d56,http://www.ibtimes.co.in/whistling-your-mom-video-showing-sons-catcalling-their-mothers-goes-viral-video-621632,www.ibtimes.co.in,FALSE,188,1550,12
1552,The female UAE pilot bombing ISIS was disowned by her family,Arab woman pilot who is poster girl for Gulf states blitz on ISIS is disowned by her family for bombing Sunni heroes of Iraq and the Levant,observing,c0077210-4657-11e4-a79e-01321ca3a48d,bda984e0-4657-11e4-a79e-01321ca3a48d,http://www.dailymail.co.uk/news/article-2771731/Family-UAE-s-female-fighter-pilot-spearheaded-attacks-against-ISIS-publicly-disown-taking-brutal-international-aggression-against-Syria.html,www.dailymail.co.uk,FALSE,189,1553,4
1554,The female UAE pilot bombing ISIS was disowned by her family,Mariam Al Mansouri: Female Fighter Pilot Disowned By Family For Bombing ISIS Terrorists In Syria,for,c3cd2ca0-4657-11e4-a79e-01321ca3a48d,bda984e0-4657-11e4-a79e-01321ca3a48d,http://www.inquisitr.com/1500649/mariam-al-mansouri-female-pilot-disowned-by-family-for-bombing-isis-terrorists-in-syria/,www.inquisitr.com,FALSE,189,1555,124
1556,"A Michigan pizza delivery guy received a 2,084 tip","Luckiest Pizza Delivery Guy Ever Gets 2,000 Tip",for,e0f69ab0-a1c3-11e4-a353-5b831fe927be,4c6e1e50-a1c2-11e4-a353-5b831fe927be,http://www.buzzfeed.com/davidmack/luckiest-pizza-delivery-guy-ever-gets-2000-tip#.ocX2g77JN,www.buzzfeed.com,TRUE,190,1557,22
1572,Pope Francis told a boy whose dog had died that Paradise is open to all of God's creatures,"Pope Francis did not tell boy heaven has room for pets, contrary to report",against,78a8b2d0-8333-11e4-b1b5-4f1bd36cbfc6,6a9cdeb0-832d-11e4-b1b5-4f1bd36cbfc6,http://www.cbc.ca/news/world/pope-francis-did-not-tell-boy-heaven-has-room-for-pets-contrary-to-report-1.2872486,www.cbc.ca,FALSE,193,1573,270
1573,Pope Francis told a boy whose dog had died that Paradise is open to all of God's creatures,Pope Francis tells boy whose dog had died that heaven is open to all,for,fd3ed5e0-8330-11e4-b1b5-4f1bd36cbfc6,6a9cdeb0-832d-11e4-b1b5-4f1bd36cbfc6,http://www.cbc.ca/news/world/pope-francis-tells-boy-whose-dog-had-died-that-heaven-is-open-to-all-1.2870888,www.cbc.ca,FALSE,193,1574,270
1575,Pope Francis told a boy whose dog had died that Paradise is open to all of God's creatures,"Dogs DO go to heaven and cats, and horses: Pope assures young boy that there is a place in paradise for animals as well",for,75f050f0-8330-11e4-b1b5-4f1bd36cbfc6,6a9cdeb0-832d-11e4-b1b5-4f1bd36cbfc6,http://www.dailymail.co.uk/news/article-2871920/Pope-assures-young-boy-place-paradise-animals-well.html,www.dailymail.co.uk,FALSE,193,1576,4
1576,Pope Francis told a boy whose dog had died that Paradise is open to all of God's creatures,Pope says dogs can go to heaven: Paradise is open to all of God's creatures,for,4c0ac2c0-8330-11e4-b1b5-4f1bd36cbfc6,6a9cdeb0-832d-11e4-b1b5-4f1bd36cbfc6,http://www.nydailynews.com/news/world/pope-dogs-heaven-article-1.2042824,www.nydailynews.com,FALSE,193,1577,14
1583,Apple will open a pop-up Apple Watch store in London's Selfridges department store,Apple Watch Pop-Up Shop Also Planned for London's Selfridges Department Store,for,cab3c5f0-c27c-11e4-8747-5b024dd6dd6c,c35e06d0-c27c-11e4-8747-5b024dd6dd6c,http://www.macrumors.com/2015/03/01/apple-watch-selfridges-shop/,www.macrumors.com,unknown,194,1584,9
1589,"A predator drone was sighted over Raqqa, Syria",A Predator Drone Has Reportedly Been Spotted Circling Above ISIS's Capital City,observing,ac88bba0-3616-11e4-ae63-d5574342724c,61dd48f0-3616-11e4-ae63-d5574342724c,http://www.businessinsider.com/aaron-stein-predator-drone-circling-above-isis-capital-city-2014-9,www.businessinsider.com,unknown,195,1590,39
1591,"A predator drone was sighted over Raqqa, Syria","US Drones, Hunting for ISIS Leader, Seen Flying over Syrian Airspace",for,89ef6ec0-381b-11e4-ae63-d5574342724c,61dd48f0-3616-11e4-ae63-d5574342724c,http://www.ibtimes.co.in/us-drones-hunting-isis-leader-seen-flying-over-syrian-airspace-608614,www.ibtimes.co.in,unknown,195,1592,12
1592,"A predator drone was sighted over Raqqa, Syria",Predator Drone Reportedly Spotted Over ISIS Hotbed in Syria Airstrikes Hit ISIS Targets,observing,9a5241e0-3616-11e4-ae63-d5574342724c,61dd48f0-3616-11e4-ae63-d5574342724c,http://www.inquisitr.com/1457161/drone-spotted-over-isis/,www.inquisitr.com,unknown,195,1593,124
1606,A Catholic priest who was declared clinically dead says he met God and she's a woman,"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived His Revelations About God Are Even More Shocking",for,3da97680-ba9f-11e4-b073-ed15c88bfa1e,f5891b80-ba9e-11e4-b073-ed15c88bfa1e,http://www.inquisitr.com/1864245/catholic-priest-dead-for-48-minutes-is-miraculously-revived-his-revelations-about-god-are-even-more-shocking/,www.inquisitr.com,FALSE,196,1607,124
1622,Joan Rivers doctor took a selfie during her operation,Doctor Snapped A Selfie While Joan Rivers Was Under Anesthesia,observing,353b19a0-3e57-11e4-bc0b-3f922b93930d,f03334c0-3dff-11e4-bc0b-3f922b93930d,http://www.businessinsider.com/doctor-selfie-joan-rivers-biopsy-2014-9,www.businessinsider.com,TRUE,197,1623,39
1625,Joan Rivers doctor took a selfie during her operation,Joan Rivers's doctor took a SELFIE with the comedian as she was under anesthesia and just moments before she went into cardiac arrest that killed her,observing,aed46b00-3e06-11e4-bc0b-3f922b93930d,f03334c0-3dff-11e4-bc0b-3f922b93930d,http://www.dailymail.co.uk/news/article-2758736/Joan-Rivers-s-doctor-took-SELFIE-comedian-lay-anesthetic-just-seconds-went-cardiac-arrest-killed-her.html,www.dailymail.co.uk,TRUE,197,1626,4
1626,Joan Rivers doctor took a selfie during her operation,Throat specialist to the stars allegedly involved in fatal Joan Rivers procedure denies taking selfie with star as she releases statement saying she will not comment on tragic incident,against,2b41dc40-402d-11e4-9e78-ff09d5b0049d,f03334c0-3dff-11e4-bc0b-3f922b93930d,http://www.dailymail.co.uk/news/article-2761679/Throat-specialist-stars-involved-fatal-Joan-Rivers-procedure-denies-taking-selfie-star-releases-statement-saying-not-comment-tragic-incident.html,www.dailymail.co.uk,TRUE,197,1627,4
1631,Joan Rivers doctor took a selfie during her operation,"Joan Rivers Death Preventable? Melissa Rivers Taking Legal Action, News Of Doctor's Selfie Surfaces",for,b5a08060-3e09-11e4-bc0b-3f922b93930d,f03334c0-3dff-11e4-bc0b-3f922b93930d,http://www.inquisitr.com/1479785/joan-rivers-death-preventable-melissa-rivers-taking-legal-action-learns-of-doctors-selfie/,www.inquisitr.com,TRUE,197,1632,124
1635,Joan Rivers doctor took a selfie during her operation,"Joan Rivers Doctor Reportedly Took Selfie, Biopsy Right Before Her Heart Attack",observing,4a37df50-3e57-11e4-bc0b-3f922b93930d,f03334c0-3dff-11e4-bc0b-3f922b93930d,http://www.mediaite.com/online/joan-rivers-doctor-reportedly-took-selfie-biopsy-right-before-her-heart-attack/,www.mediaite.com,TRUE,197,1636,161
1636,Joan Rivers doctor took a selfie during her operation,Joan Rivers death: Biopsy doctor took SELFIE with star while she was under anesthesia moments before cardiac arrest,observing,7b74b340-3e57-11e4-bc0b-3f922b93930d,f03334c0-3dff-11e4-bc0b-3f922b93930d,http://www.mirror.co.uk/3am/celebrity-news/joan-rivers-death-biopsy-doctor-4272974,www.mirror.co.uk,TRUE,197,1637,7
1637,Joan Rivers doctor took a selfie during her operation,Joan Rivers selfie doctor DENIES performing biopsy and taking photo while star was under anesthesia,against,fc276df0-403e-11e4-9e78-ff09d5b0049d,f03334c0-3dff-11e4-bc0b-3f922b93930d,http://www.mirror.co.uk/3am/celebrity-news/joan-rivers-selfie-doctor-denies-4284490,www.mirror.co.uk,TRUE,197,1638,7
1639,Joan Rivers doctor took a selfie during her operation,Joan Rivers doctor snapped selfie during throat surgery: report,observing,b492c140-3e06-11e4-bc0b-3f922b93930d,f03334c0-3dff-11e4-bc0b-3f922b93930d,http://www.nydailynews.com/entertainment/gossip/joan-rivers-doctor-snapped-selfie-throat-surgery-report-article-1.1942226,www.nydailynews.com,TRUE,197,1640,14
1646,Joan Rivers doctor took a selfie during her operation,Doctor took a selfie when Joan Rivers was under anesthesia,observing,512bf670-3e57-11e4-bc0b-3f922b93930d,f03334c0-3dff-11e4-bc0b-3f922b93930d,http://www.washingtonpost.com/news/morning-mix/wp/2014/09/17/report-doctor-took-a-selfie-when-joan-rivers-was-under-anesthesia/,www.washingtonpost.com,TRUE,197,1647,31
1647,Joan Rivers doctor took a selfie during her operation,"Gwen Korovin, Joan Rivers's doctor, denies taking selfie",against,72521280-3ffb-11e4-bc0b-3f922b93930d,f03334c0-3dff-11e4-bc0b-3f922b93930d,http://www.washingtonpost.com/news/morning-mix/wp/2014/09/19/gwen-korovin-joan-riverss-doctor-denies-taking-selfie/,www.washingtonpost.com,TRUE,197,1648,31
1650,Robot security guards are patrolling a Microsoft campus in Silicon Valley,Here Are Microsoft's New Robot Security Guards,for,53637b30-74a2-11e4-99be-fb3662a4a6dd,5d587310-749e-11e4-99be-fb3662a4a6dd,http://www.businessinsider.com/microsoft-has-new-robot-security-guards-2014-11,www.businessinsider.com,FALSE,198,1651,39
1651,Robot security guards are patrolling a Microsoft campus in Silicon Valley,Robot security guards now patrolling Microsoft's Silicon Valley campus,for,70b59280-749e-11e4-99be-fb3662a4a6dd,5d587310-749e-11e4-99be-fb3662a4a6dd,http://www.cbc.ca/news/canada/calgary/robot-security-guards-now-patrolling-microsoft-s-silicon-valley-campus-1.2847329,www.cbc.ca,FALSE,198,1652,270
1652,Robot security guards are patrolling a Microsoft campus in Silicon Valley,Microsoft Hires Dalek-style Robocops to Guard Silicon Valley HQ,for,24bc1f30-74a2-11e4-99be-fb3662a4a6dd,5d587310-749e-11e4-99be-fb3662a4a6dd,http://www.ibtimes.co.uk/microsoft-hires-dalek-style-robocop-guard-silicon-valley-hq-1474993,www.ibtimes.co.uk,FALSE,198,1653,13
1658,Samsung will supply application processors for Apple Watch,Apple Reportedly Relying More Heavily on Samsung for iPhone 6 and Apple Watch Components,observing,15508f90-c362-11e4-9435-a96703525a9e,0aee2cb0-c362-11e4-9435-a96703525a9e,http://www.macrumors.com/2014/11/26/samsung-iphone-6-apple-watch/,www.macrumors.com,unknown,199,1659,9
1661,Two office workers in an epic battle over a stolen sandwich,Dear Sandwich Thief: Man's hilarious response to passive-aggressive sign posted on his office's fridge door sparks incredible kitchen note war,for,3d3e9760-2d60-11e4-89c5-1d389b94bc4b,398f7210-2d60-11e4-89c5-1d389b94bc4b,http://www.dailymail.co.uk/news/article-2732898/Dear-Sandwich-Thief-Mans-hilarious-response-passive-aggressive-sign-posted-offices-fridge-door-sparks-incredible-kitchen-note-war.html,www.dailymail.co.uk,FALSE,200,1662,4
1662,Two office workers in an epic battle over a stolen sandwich,Office sandwich thief is caught after hilarious note war reaches fantastic finale,for,774fdb30-2d60-11e4-89c5-1d389b94bc4b,398f7210-2d60-11e4-89c5-1d389b94bc4b,http://www.mirror.co.uk/news/weird-news/office-sandwich-thief-caught-after-4094152,www.mirror.co.uk,FALSE,200,1663,7
